,db_id,original_sql,rewritten_sql_gpt,activated_rules_gpt,prompt_sql_similar,prompt_rules_similar
102,job,SELECT * FROM cast_info ci WHERE ci.person_id>3579913 AND ci.role_id>1;,SELECT * FROM cast_info WHERE person_id > 3579913 AND role_id > 1,"['FILTER_INTO_JOIN', 'FILTER_MULTI_JOIN_MERGE', 'JOIN_CONDITION_PUSH']",['SELECT * FROM movie_keyword mk WHERE mk.keyword_id>90974;'],"[""['FILTER_INTO_JOIN', 'FILTER_MULTI_JOIN_MERGE', 'JOIN_CONDITION_PUSH']""]"
103,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year=1976;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1976) AS t INNER JOIN cast_info ON t.id = cast_info.movie_id INNER JOIN movie_keyword ON t.id = movie_keyword.movie_id,"['JOIN_CONDITION_PUSH', 'FILTER_INTO_JOIN']",['SELECT * FROM movie_companies mc WHERE mc.company_id>49956 AND mc.company_type_id=2;'],"[""['FILTER_INTO_JOIN']""]"
104,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=1983 AND mk.keyword_id>16501;","SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=1983 AND mk.keyword_id>16501",[],['SELECT * FROM cast_info ci WHERE ci.person_id=580164 AND ci.role_id=1;'],"[""['Empty List']""]"
105,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year=2005 AND mc.company_id<81410;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year = 2005) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 81410) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']","['SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2003 AND ci.person_id>2336717;']","[""['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']""]"
106,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year>2000 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE production_year > 2000) AS t INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=27 AND mc.company_type_id=1;']","[""['FILTER_INTO_JOIN']""]"
107,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2007 AND mi_idx.info_type_id>99;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year = 2007) AS t INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 99) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1993 AND mc.company_type_id<2 AND mi_idx.info_type_id=101;']","[""['FILTER_INTO_JOIN']""]"
108,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>72919 AND ci.person_id>707872;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 72919) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id > 707872) AS t0 ON title.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2012 AND mi.info_type_id>16;']","[""['FILTER_INTO_JOIN']""]"
109,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND t.production_year>2007 AND mk.keyword_id<79661;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 3 AND production_year > 2007) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 79661) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id>210626;']","[""['FILTER_INTO_JOIN']""]"
110,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>12660;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 12660) AS t ON title.id = t.movie_id,"['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']","['SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1971 AND mi_idx.info_type_id>100;']","[""['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']""]"
111,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=72914 AND mc.company_type_id>1;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=72914 AND mc.company_type_id>1",[],"['SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2006 AND mi.info_type_id>2 AND mi_idx.info_type_id<101;']","[""['Empty List']""]"
112,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND mc.company_type_id=1 AND ci.person_id>2624951 AND ci.role_id>10;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 1) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2624951 AND role_id > 10) AS t1 ON t.id = t1.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<100 AND mk.keyword_id>7844;']","[""['FILTER_INTO_JOIN']""]"
113,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id<233881 AND mc.company_type_id=1 AND ci.person_id<190941 AND ci.role_id=10;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 233881 AND company_type_id = 1) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id < 190941 AND role_id = 10) AS t0 ON title.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1942 AND mk.keyword_id>39301;']","[""['FILTER_INTO_JOIN']""]"
114,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2459947 AND ci.role_id=8;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2459947 AND ci.role_id=8",[],['SELECT * FROM cast_info ci WHERE ci.person_id<1457695 AND ci.role_id=1;'],"[""['Empty List']""]"
115,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>0 AND mc.company_id=76885 AND mc.company_type_id=2 AND ci.role_id=10;","SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>0 AND mc.company_id=76885 AND mc.company_type_id=2 AND ci.role_id=10",[],['SELECT * FROM movie_keyword mk WHERE mk.keyword_id=5579;'],"[""['Empty List']""]"
116,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=1434 AND mc.company_type_id=1;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 1434 AND company_type_id = 1) AS t ON title.id = t.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id=6 AND mc.company_type_id>1 AND mi.info_type_id<16;']","[""['FILTER_INTO_JOIN']""]"
117,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<768549 AND mk.keyword_id=5704;",SELECT * FROM title INNER JOIN (SELECT * FROM cast_info WHERE person_id < 768549) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 5704) AS t0 ON title.id = t0.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",['SELECT * FROM movie_keyword mk WHERE mk.keyword_id<15378;'],['[]']
118,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>55345;,SELECT * FROM movie_keyword WHERE keyword_id > 55345,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year=2006 AND mk.keyword_id>13914;']","[""['FILTER_INTO_JOIN']""]"
119,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id<39918;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7) AS t INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 39918) AS t0 ON t.id = t0.movie_id,"['FILTER_SCAN', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']","['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND mc.company_id=33188;']","[""['FILTER_SCAN', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']""]"
120,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<4 AND t.production_year<2010 AND mi_idx.info_type_id=101;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 4 AND production_year < 2010) AS t INNER JOIN cast_info ON t.id = cast_info.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 101) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<2008 AND mc.company_id<16396 AND mc.company_type_id=1 AND mi.info_type_id=2;']","[""['FILTER_INTO_JOIN']""]"
121,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=4 AND t.production_year>2000;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 4 AND production_year > 2000) AS t INNER JOIN movie_info ON t.id = movie_info.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=2009 AND mc.company_id>6 AND mc.company_type_id=1;']","[""['FILTER_INTO_JOIN']""]"
122,job,SELECT * FROM cast_info ci WHERE ci.person_id>330629;,SELECT * FROM cast_info ci WHERE ci.person_id>330629,[],['SELECT * FROM title t WHERE t.kind_id>2 AND t.production_year<1993;'],"[""['Empty List']""]"
123,job,SELECT * FROM movie_companies mc WHERE mc.company_id=24031 AND mc.company_type_id=2;,SELECT * FROM movie_companies WHERE company_id = 24031 AND company_type_id = 2,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year=2008 AND mc.company_id=77349 AND mc.company_type_id>1;']","[""['FILTER_INTO_JOIN']""]"
124,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id<14017;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7) AS t INNER JOIN movie_companies ON t.id = movie_companies.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 14017) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<4006715 AND ci.role_id<2 AND mk.keyword_id<1574;']","[""['FILTER_INTO_JOIN']""]"
125,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year<1978 AND mc.company_id=6655;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1978) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 6655) AS t0 ON t.id = t0.movie_id INNER JOIN movie_info ON t.id = movie_info.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2009 AND mi.info_type_id=16;']","[""['FILTER_INTO_JOIN']""]"
126,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<3 AND ci.person_id>2376438 AND mk.keyword_id<12512;","SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<3 AND ci.person_id>2376438 AND mk.keyword_id<12512",[],"['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1956 AND mk.keyword_id>5204;']","[""['Empty List']""]"
127,job,SELECT * FROM movie_companies mc WHERE mc.company_id>9788 AND mc.company_type_id=2;,SELECT * FROM movie_companies WHERE company_id > 9788 AND company_type_id = 2,"['FILTER_INTO_JOIN', 'FILTER_TABLE_FUNCTION_TRANSPOSE', 'FILTER_REDUCE_EXPRESSIONS']",['SELECT * FROM movie_companies mc WHERE mc.company_id=96777;'],"[""['FILTER_INTO_JOIN', 'FILTER_TABLE_FUNCTION_TRANSPOSE']""]"
128,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1983 AND mk.keyword_id=19927;","SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1983 AND mk.keyword_id=19927",[],"['SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>1903 AND mi.info_type_id<8;']","[""['Empty List']""]"
129,job,SELECT * FROM movie_companies mc WHERE mc.company_id=43385 AND mc.company_type_id<2;,SELECT * FROM movie_companies mc WHERE mc.company_id=43385 AND mc.company_type_id<2,[],['SELECT * FROM movie_companies mc WHERE mc.company_id=136461 AND mc.company_type_id>1;'],"[""['Empty List']""]"
130,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year=2005 AND mi.info_type_id=16;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year = 2005) AS t INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 16) AS t0 ON t.id = t0.movie_id INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<4006715 AND ci.role_id<2 AND mk.keyword_id<1574;']","[""['FILTER_INTO_JOIN']""]"
131,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>2 AND mk.keyword_id>989;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>2 AND mk.keyword_id>989",[],"['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>2 AND mk.keyword_id<347;']","[""['Empty List']""]"
132,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2004 AND mc.company_type_id=2 AND mi_idx.info_type_id=100;","SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2004 AND mc.company_type_id=2 AND mi_idx.info_type_id=100",[],"['SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=1 AND ci.person_id=1325281 AND ci.role_id<10;']","[""['Empty List']""]"
133,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>1 AND t.production_year<2001 AND ci.person_id>3459377;","SELECT * FROM title, cast_info WHERE title.id = cast_info.movie_id AND title.kind_id > 1 AND title.production_year < 2001 AND cast_info.person_id > 3459377","['JOIN_CONDITION_PUSH', 'FILTER_MERGE']",['SELECT * FROM cast_info ci WHERE ci.person_id<3247723;'],"[""['FILTER_INTO_JOIN']""]"
134,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year=1990 AND ci.role_id=2;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year=1990 AND ci.role_id=2",[],"['SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<3465010 AND ci.role_id=1 AND mi_idx.info_type_id=100;']","[""['Empty List']""]"
135,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1963275 AND ci.role_id=1;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1963275 AND ci.role_id=1",[],"['SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year>1975 AND mc.company_type_id<2;']","[""['Empty List']""]"
136,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<1909 AND mk.keyword_id>16264;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1909) AS t INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 16264) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<2005 AND mi_idx.info_type_id>100 AND mk.keyword_id>44842;']","[""['FILTER_INTO_JOIN']""]"
137,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<49490;,SELECT * FROM movie_keyword WHERE keyword_id < 49490,['FILTER_SCAN'],"['SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1938 AND mi.info_type_id>3 AND mk.keyword_id>9316;']","[""['FILTER_INTO_JOIN', 'FILTER_SCAN']""]"
138,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>94486 AND ci.role_id<3;",SELECT * FROM title INNER JOIN (SELECT * FROM cast_info WHERE person_id > 94486 AND role_id < 3) AS t ON title.id = t.movie_id,['FILTER_INTO_JOIN'],['SELECT * FROM cast_info ci WHERE ci.person_id=990343 AND ci.role_id>1;'],['[]']
139,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>2012 AND mi.info_type_id>98;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2012) AS t INNER JOIN cast_info ON t.id = cast_info.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 98) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']",['SELECT * FROM cast_info ci WHERE ci.person_id=1589475;'],['[]']
140,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=2004;","SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=2004",[],['SELECT * FROM movie_companies mc WHERE mc.company_id<265 AND mc.company_type_id=2;'],"[""['Empty List']""]"
141,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>4870 AND ci.person_id>117361 AND ci.role_id>1;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 4870) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id > 117361 AND role_id > 1) AS t0 ON title.id = t0.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",['SELECT * FROM movie_companies mc WHERE mc.company_id<11790 AND mc.company_type_id=2;'],"[""['FILTER_INTO_JOIN']""]"
142,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<5889;,SELECT * FROM movie_keyword WHERE keyword_id < 5889,['FILTER_SCAN'],"['SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<1975 AND mi.info_type_id=18;']","[""['FILTER_INTO_JOIN']""]"
143,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id<807;","SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id<807",[],"['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=105391;']","[""['Empty List']""]"
144,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2012 AND mc.company_type_id<2;","SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2012 AND mc.company_type_id<2",[],['SELECT * FROM cast_info ci WHERE ci.person_id=3207788 AND ci.role_id<7;'],"[""['Empty List']""]"
145,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND mc.company_id<88113 AND mk.keyword_id=347;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 88113) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 347) AS t1 ON t.id = t1.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=3 AND t.production_year>1997;']","[""['FILTER_INTO_JOIN']""]"
146,job,SELECT * FROM movie_companies mc WHERE mc.company_id=711 AND mc.company_type_id<2;,SELECT * FROM movie_companies mc WHERE mc.company_id=711 AND mc.company_type_id<2,[],['SELECT * FROM movie_companies mc WHERE mc.company_id=62728 AND mc.company_type_id=1;'],"[""['Empty List']""]"
147,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>33256;,SELECT * FROM movie_keyword WHERE keyword_id > 33256,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=79033 AND mc.company_type_id=2;']","[""['FILTER_INTO_JOIN', 'FILTER_SCAN']""]"
148,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND mc.company_id<1312 AND mc.company_type_id>1 AND mk.keyword_id>62;","SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND mc.company_id<1312 AND mc.company_type_id>1 AND mk.keyword_id>62",[],"['SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<2 AND t.production_year=1910;']","[""['Empty List']""]"
149,job,SELECT * FROM movie_companies mc WHERE mc.company_id<47506 AND mc.company_type_id=2;,SELECT * FROM movie_companies WHERE company_id < 47506 AND company_type_id = 2,['FILTER_SCAN'],"['SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<3 AND t.production_year=2007 AND mc.company_id>424;']","[""['FILTER_INTO_JOIN']""]"
150,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1992 AND mk.keyword_id>3629;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1992 AND mk.keyword_id>3629",[],"['SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year=2012 AND mc.company_id<1408;']","[""['Empty List']""]"
151,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1961 AND mk.keyword_id=1066;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1961 AND mk.keyword_id=1066",[],"['SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year=1996 AND ci.person_id<1128758 AND ci.role_id=8;']","[""['Empty List']""]"
152,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id=6 AND mk.keyword_id<1603;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 6) AS t ON title.id = t.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 1603) AS t0 ON title.id = t0.movie_id,['FILTER_INTO_JOIN'],"['SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>4 AND t.production_year<2010 AND ci.person_id<439960;']","[""['FILTER_INTO_JOIN']""]"
153,job,SELECT * FROM cast_info ci WHERE ci.person_id>1356569;,SELECT * FROM cast_info WHERE person_id > 1356569,['FILTER_SCAN'],"['SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2012 AND mi.info_type_id>17;']","[""['FILTER_INTO_JOIN']""]"
154,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>27 AND mc.company_type_id=2;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 27 AND company_type_id = 2) AS t ON title.id = t.movie_id INNER JOIN movie_info ON title.id = movie_info.movie_id,"['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']",['SELECT * FROM cast_info ci WHERE ci.person_id=1638734 AND ci.role_id<4;'],"[""['FILTER_INTO_JOIN']""]"
